index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
D. CORTINA-GIL,0.5422955,0.02384414,0.09739846,-0.24439983,0.21283972,-0.12895204,0.18805702,-0.30045956,0.38119963,0.10431389,0.14101729,-0.2507946,-0.2434865,0.16071033,-0.0819421,0.46090534,0.15190071,-0.086676516,-0.5271252,-0.10036788,0.66819185,0.3403182,-0.53242946,-0.41643995,0.26410565,-0.3927264,-0.14375488,0.27866173,0.21570557,0.20891573,-0.33203512,-0.051954504,0.059370305,0.2619523,0.041333344,0.0388673,-0.13102694,-0.31897902,0.0862848,0.17888817,0.083389126,-0.021909423,0.056770533,0.2016827,0.00016030588,-0.23009689,-0.15882076,-0.06501402,-0.044704545,-0.0058731544,-0.0058242376,-0.33550572,0.17533886,-0.24093992,0.117575705,-0.32296184,0.59366727,-0.08453669,-0.337205,0.334864,-0.409436,-0.22983699,0.20176564,-0.26454028,0.27700102,0.1501629,0.33470726,-0.6123364,-0.51112247,-0.6159802,-0.27145326,0.2652784,-0.3671303,-0.3767947,0.23622093,-0.10505157,0.429955,-0.2067924,-0.40534338,-0.27402118,-0.25072414,-0.05098303,-0.42297822,0.56419533,-0.13875012,0.6442198,0.11349892,-0.4561818,-0.057662725,0.1841575,-0.3015293,-0.013085541,-0.29644534,0.04994766,0.36844426,-0.20026596,0.356573,-0.38234988,-0.30825457,0.12982345,-0.26112005,0.5254848,0.104093626,0.29951155,-0.039308403,0.045772072,-0.097915486,-0.03521416,-0.21745795,-0.289871,0.11670485,-0.3894358,-0.085457616,-0.09757046,0.18858792,0.15478039,-0.1926133,-0.0056888596,0.20013465,-0.23879798,-0.1869239,-0.36263648,0.08589875,0.39269266,0.2413698,0.24254039,-0.16904002,-0.2519917
D. GALAVIZ,0.53096026,-0.019025728,0.10100627,-0.2999187,0.20133436,-0.022885492,0.17521526,-0.37393072,0.3662011,0.07306909,0.14256904,-0.2367003,-0.2566184,0.09269908,-0.07253418,0.48636734,0.12087469,-0.07353137,-0.4828193,-0.19590324,0.6604163,0.35455215,-0.48934153,-0.37406427,0.26558718,-0.3462925,-0.17504983,0.26035514,0.21775596,0.1751285,-0.3185395,-0.024126122,0.1251243,0.31985557,0.014290873,0.07931885,-0.17854974,-0.31156173,0.1276826,0.16398428,0.076850206,-0.06566967,0.033115063,0.1676381,-0.004226419,-0.25886708,-0.13302629,-0.014803151,-0.08257908,-0.04080103,0.041547444,-0.35562462,0.23265243,-0.23964617,0.09052921,-0.35714486,0.6276936,-0.05011002,-0.34985858,0.4033125,-0.38145784,-0.20611894,0.26296675,-0.24095222,0.28553596,0.19630387,0.32481337,-0.6467152,-0.5036207,-0.5864142,-0.30193767,0.22645573,-0.2901889,-0.3639401,0.25570527,-0.14118876,0.4604194,-0.27908605,-0.3611898,-0.32520276,-0.24851461,-0.05010773,-0.46472296,0.51045084,-0.18649009,0.5954646,0.12564163,-0.4959268,-0.041035973,0.17165245,-0.33022153,-0.04579944,-0.30739743,0.08344789,0.2930643,-0.17793044,0.33453488,-0.4103188,-0.3056839,0.06714287,-0.19298837,0.5690979,0.052164312,0.2990027,0.0024726978,0.059371464,-0.13382752,-0.025332654,-0.2410699,-0.22370805,0.060299773,-0.394142,-0.068090275,-0.1152412,0.22193421,0.24714498,-0.17900348,0.023576248,0.14966345,-0.2508667,-0.19162488,-0.3546099,0.032785952,0.35440037,0.24151012,0.2637744,-0.15568428,-0.23168404
D. GRUEN,-0.099340044,-0.03564631,0.3067737,-0.035381734,0.5202263,0.028440908,-0.046000328,0.35997465,0.15802103,-0.1352987,-0.40458536,-0.109665334,-0.32898617,0.17477214,0.24033782,0.67186475,-0.42826226,-0.36925542,-0.27653655,0.15522751,0.62856936,0.43107572,-0.4821449,-0.30068633,-0.3236813,-0.005683717,-0.28284118,0.22027785,0.35253862,-0.25060707,0.14108986,-0.14704055,0.6519937,0.12991852,0.6176594,0.05224874,-0.017115692,-0.45952094,0.048756033,-0.47831544,-0.10776139,0.34022936,0.44178882,0.0843283,0.8096344,-0.1850132,0.124576166,-0.49330398,0.21178366,0.021362016,-0.21771787,0.16778325,0.11789218,0.26470625,-0.3254522,-0.5436904,0.3331978,-0.3447414,0.17357114,0.22867143,-0.04394604,-0.027094051,0.06528804,0.10933511,0.33023736,-0.08398494,0.18422197,0.12505272,-0.08665441,-0.15241212,-0.013503182,0.057250906,-0.048435736,-0.7384251,0.44306093,-0.14054756,-0.1033195,0.08926317,-0.07399702,-0.34004867,-0.39462405,0.10641112,0.32313886,0.25057602,-0.32574737,0.13726075,0.44541886,-0.13962013,0.10992772,0.070495866,-0.2213253,-0.4952423,-0.18464854,0.0948474,0.16502105,0.06467314,-0.20753178,0.00064917584,-0.37445784,0.10198094,0.028985774,0.09259619,-0.088810906,0.20904963,0.28501138,0.11796069,-0.41274765,0.53554267,-0.3525145,-0.032382783,-0.24954598,-0.055391237,-0.00802692,0.098107085,0.66683066,0.109732054,0.039710227,-0.106951736,-0.11719985,0.2781688,-0.01884381,-0.4226157,0.2754909,-0.007679114,-0.1919937,-0.117653,0.32544982,0.019757595
D. HERNÁNDEZ-LANG,-0.11129616,-0.07317309,0.326369,-0.0635978,0.5431828,-0.045417134,-0.08527139,0.28006324,0.1381224,-0.09070463,-0.4663695,-0.14862093,-0.24320479,0.15361226,0.21113291,0.6382774,-0.44937637,-0.4269059,-0.3369329,0.100114256,0.5664195,0.42634904,-0.49896815,-0.27844515,-0.31935433,-0.028789725,-0.2513653,0.19841684,0.2748486,-0.23812574,0.14600293,-0.1232618,0.6207331,0.105527535,0.5959765,0.075509496,-0.037367392,-0.53677404,0.08591384,-0.45418262,-0.105062,0.31342342,0.5185537,0.06404444,0.8215764,-0.12637323,0.15323924,-0.46634898,0.23665652,0.015788307,-0.1806691,0.1465621,0.10692105,0.25287017,-0.31772822,-0.5514481,0.27504262,-0.35049167,0.16569883,0.2518476,-0.06814187,-0.03229787,0.03422826,0.16227718,0.36194608,-0.15563726,0.15211162,0.068417735,-0.11229341,-0.13718116,0.028039303,0.08628083,-0.0051211016,-0.6895827,0.44286895,-0.14251871,-0.12141679,0.15507473,-0.049973965,-0.28736654,-0.42265648,0.073770806,0.253737,0.24301465,-0.37340343,0.055576123,0.41947287,-0.10078262,0.08166896,0.08669313,-0.25799218,-0.498383,-0.18284582,0.059220694,0.2765919,0.049922995,-0.2102269,-0.018921262,-0.36605465,0.13614534,0.07920803,0.12143676,-0.020282442,0.23232047,0.3481434,0.11378089,-0.40173787,0.4915241,-0.31414494,-0.0056320927,-0.24533689,-0.09124788,-0.046381436,0.12320594,0.7205923,0.14441796,0.009490659,-0.09762626,-0.027065482,0.3020273,-0.029108059,-0.35984752,0.2775342,0.02438268,-0.21515769,-0.11037548,0.3344952,0.016572675
D. J. CHAMPION,0.3976476,-0.2838904,-0.46152636,0.23176017,0.47583422,0.31006414,0.22292149,-0.72465146,0.30358693,-0.3389048,-0.33954036,-0.4771442,-0.42616448,-0.34393173,0.042807728,0.7114355,-0.46983436,0.5560864,-0.17375024,-0.12009861,0.9665424,0.38031065,-1.0341767,-0.18049757,-0.52854794,0.06367495,-0.72491133,0.23969565,0.21819787,0.2882479,-0.041743573,-0.45550343,-0.34357187,-0.41024846,0.68310153,-0.07221881,0.4925273,-0.1527164,0.6943364,-0.16674177,0.2172997,0.049484275,-0.19973624,0.46124914,0.4220315,-0.03530059,-0.38651952,0.435731,-0.16776457,0.02945195,-0.21694854,0.02632892,-0.31656843,0.64732176,-0.2825116,-0.59617007,0.20550476,0.031727027,-0.14182062,0.9501642,-0.08407488,-0.05363221,-0.03995845,0.14616421,0.2887997,-0.13631895,0.4678361,0.12015344,-0.458376,-0.5506499,-0.7380496,0.20400354,-0.02631445,-0.1249647,0.2400705,-0.06356281,-0.34922272,0.21150866,-0.1127774,0.33627117,-0.04929771,0.16361474,0.05378825,0.17909366,0.24656111,0.0087380055,0.29332745,-0.24541132,-0.09219782,0.33066273,-0.26556465,-0.2780074,-0.03664277,0.099339604,0.41985732,-0.11547568,-0.5015338,-0.15772106,-0.47840658,-0.08288335,0.17570834,0.16816601,0.09588473,0.12221015,0.40259266,0.36283946,-0.2852081,0.032106504,-0.07982069,-0.44461906,0.06762875,-0.68765414,0.28892648,-0.07357544,-0.38233197,-0.13762558,-0.24832247,-0.12532197,0.7964342,-0.22580536,-0.09646969,-0.3371903,-0.021045642,-0.06053494,-0.11211177,0.25652456,-0.32146597,0.07379026
D. J. JAMES,-0.1272908,-0.06631055,0.3486296,-0.075452544,0.4985859,-0.0062173354,-0.03548827,0.32999334,0.105933376,-0.15914573,-0.4643401,-0.12569115,-0.24135356,0.18226087,0.18805008,0.6647831,-0.43731344,-0.44313845,-0.3038151,0.11024458,0.6033089,0.4335937,-0.5159675,-0.28536442,-0.27126208,0.033674464,-0.26456627,0.2490319,0.31548157,-0.2500558,0.13407624,-0.17143829,0.6011204,0.1250359,0.5609585,0.041357953,0.0092389975,-0.5065331,0.07870817,-0.49594215,-0.13335638,0.32239047,0.46629998,0.079385325,0.82482547,-0.08853393,0.15855445,-0.44291568,0.20916094,-0.0010066036,-0.19629127,0.14764741,0.14483267,0.23654714,-0.32224506,-0.53176075,0.3106629,-0.3458701,0.16244297,0.22624108,-0.071140565,-0.00085092307,0.06631568,0.14814244,0.3526085,-0.10796543,0.1655618,0.030320926,-0.09422235,-0.14280128,0.024826298,0.041512895,-0.012382217,-0.68284047,0.44703856,-0.15551022,-0.11697411,0.13732068,-0.023166684,-0.2750801,-0.43887648,0.08652963,0.25761005,0.22625612,-0.3201672,0.08757223,0.45983252,-0.069170564,0.08859422,0.10184684,-0.19528846,-0.48895636,-0.17774503,0.049677446,0.27123022,0.059021227,-0.20941965,-0.01782952,-0.3295771,0.09326226,0.06713295,0.11714212,-0.064918034,0.18572184,0.35942695,0.0742831,-0.43253973,0.55209035,-0.33239943,0.0153155755,-0.22169086,-0.09345536,0.010525417,0.07570516,0.6934751,0.14733297,0.052471843,-0.09078574,-0.06788563,0.298961,-0.010412298,-0.3964481,0.28874716,0.06879473,-0.22806405,-0.16893274,0.31754026,0.05661214
D. KÖRPER,0.5212604,-0.020825094,0.14187606,-0.23937704,0.15889081,-0.047252018,0.117119275,-0.34171692,0.41114283,0.06768901,0.16855729,-0.2208199,-0.22833735,0.10801284,-0.1393814,0.4594182,0.16622408,-0.0656716,-0.4403549,-0.12831861,0.64087343,0.3271524,-0.511444,-0.42739525,0.28803387,-0.376154,-0.15442188,0.28732255,0.24228095,0.22313656,-0.3198713,-0.015229115,0.06589274,0.23510925,0.035244096,0.0752605,-0.17288783,-0.28408203,0.11738778,0.14964904,0.06894384,-0.0672845,0.036316436,0.14855246,0.027198192,-0.29941276,-0.12903424,-0.058533695,-0.104404084,0.024605606,0.0751552,-0.29765558,0.16440631,-0.248336,0.13734551,-0.3981707,0.5895094,-0.085948,-0.30114657,0.36672765,-0.37784797,-0.223997,0.25570324,-0.28020346,0.3299754,0.1939454,0.3429987,-0.62938535,-0.49339616,-0.6331845,-0.26914424,0.25388297,-0.34150508,-0.3721654,0.25123727,-0.13114172,0.45106027,-0.24474251,-0.40541014,-0.26172078,-0.24182884,-0.04272424,-0.40643334,0.5138405,-0.100772634,0.6420998,0.09341561,-0.4776616,-0.047691993,0.18390995,-0.27718988,0.0106118005,-0.29133162,0.08604319,0.35923916,-0.06764087,0.32992223,-0.38519102,-0.30955213,0.14096084,-0.29157734,0.58136183,0.044874758,0.31787446,-0.052142467,0.07479126,-0.11996114,-0.048490543,-0.2285,-0.25795615,0.090177625,-0.4032005,-0.10993942,-0.11743852,0.21762814,0.24069366,-0.1767776,0.024978684,0.16299061,-0.18815687,-0.2087073,-0.32931346,0.04651235,0.41783342,0.26288912,0.27035663,-0.14438498,-0.23960017
D. L. BURKE,-0.061982363,-0.0143278865,0.30618092,-0.034605574,0.47267035,-0.03135129,-0.0479095,0.38260153,0.15556704,-0.0986777,-0.44092765,-0.13025934,-0.26751062,0.2079811,0.20192848,0.616942,-0.488867,-0.41472843,-0.3234895,0.09225275,0.6095309,0.4160323,-0.4976672,-0.33645067,-0.26483423,0.02506664,-0.37517133,0.27291986,0.33865297,-0.27945316,0.14937457,-0.1894353,0.5609551,0.10959064,0.5760697,-0.035406798,0.0277488,-0.4860888,0.068247594,-0.46865138,-0.11872465,0.33445483,0.4245457,0.1301149,0.80947,-0.1717791,0.14280388,-0.5237718,0.23872797,0.029661294,-0.22010842,0.20025183,0.12013747,0.30313048,-0.29998636,-0.552887,0.2968971,-0.32275733,0.17554007,0.2537307,-0.032954715,-0.052216977,0.10387704,0.12114846,0.31255567,-0.11980857,0.18393125,0.10036086,-0.11308861,-0.11609987,-0.0061701545,0.06523018,-0.05770843,-0.6897357,0.46189117,-0.12843265,-0.10173011,0.15516622,-0.06637375,-0.29274037,-0.42544076,0.111044005,0.33741996,0.24030878,-0.2968948,0.06344024,0.4825164,-0.1283848,0.07175702,0.06663675,-0.26930034,-0.47226897,-0.19381095,0.0031479048,0.1604827,0.069142334,-0.13807692,-0.047290057,-0.3667656,0.07499993,0.06388086,0.14360768,-0.04720105,0.27639022,0.32382533,0.09386929,-0.42976734,0.53112805,-0.30724317,0.049594626,-0.2934669,-0.043938935,-0.016062882,0.17214675,0.6270169,0.13263534,0.049582623,-0.11745364,-0.08193473,0.27846098,-0.04149815,-0.4974025,0.27728918,0.034346983,-0.22896984,-0.16077493,0.36740285,0.04376441
D. L. HOLLOWOOD,-0.10830601,-0.030381162,0.32594725,-0.039462946,0.4914717,0.018341636,0.008876656,0.33130112,0.14499299,-0.13439618,-0.45684367,-0.1324572,-0.33237025,0.21589291,0.23057553,0.65915626,-0.434624,-0.41136402,-0.28850847,0.09357026,0.6249387,0.44034043,-0.53572446,-0.31047428,-0.3179365,0.033974838,-0.27399325,0.2696839,0.31264538,-0.27713162,0.15441492,-0.1686196,0.6202593,0.12617873,0.5408997,0.031953357,-0.0013424912,-0.4331183,0.09149145,-0.5024191,-0.13359195,0.32718235,0.41877845,0.093390405,0.8268802,-0.17399828,0.15165778,-0.4811817,0.23965214,-0.0316821,-0.21673232,0.16913362,0.1202478,0.2569845,-0.32538417,-0.55860746,0.30005774,-0.35160276,0.12470632,0.22023727,-0.048133068,-0.04238097,0.09552705,0.097625986,0.34458724,-0.10888374,0.14706115,0.07893905,-0.11760768,-0.11766072,-0.0030439645,0.051422227,-0.013842788,-0.6735739,0.4378672,-0.13147284,-0.11252185,0.15329766,-0.04622409,-0.28483433,-0.39525208,0.11263194,0.2882347,0.24060996,-0.31622374,0.10787468,0.4228444,-0.13216655,0.08879653,0.109383404,-0.20522979,-0.45480144,-0.16711569,0.026062105,0.18798073,0.066590205,-0.18747889,-0.07183348,-0.3667293,0.07592404,0.06479987,0.114318825,-0.057372723,0.21661566,0.30480498,0.12195185,-0.44372153,0.5412065,-0.31216002,-0.018971113,-0.20545237,-0.066495106,-0.027409863,0.12444589,0.6794178,0.117368475,0.018747639,-0.105444916,-0.07471692,0.27812886,0.004051056,-0.41772053,0.26910955,0.022052677,-0.22944395,-0.15878609,0.33938232,0.049888976
D. M. ROSS,0.5762114,0.012477382,0.15716253,-0.24968036,0.15699872,-0.06527372,0.18005994,-0.36717486,0.4106693,0.05145593,0.18685319,-0.21241091,-0.24599366,0.14754805,-0.098548345,0.48741078,0.15639721,-0.08986912,-0.5299639,-0.11902248,0.65228266,0.29124779,-0.59108126,-0.44421208,0.24443857,-0.35841304,-0.17118031,0.24151517,0.22657852,0.22491361,-0.33060244,-0.044038933,0.06775596,0.25321916,-0.005783598,0.061462272,-0.10089074,-0.27261364,0.11110165,0.15267554,0.059909597,-0.077238664,0.019985368,0.19399701,0.028025176,-0.2600052,-0.18281788,-0.027115555,-0.13889594,0.0035952548,0.0061696675,-0.33227757,0.19492312,-0.23082377,0.1245224,-0.3461907,0.62473136,-0.090715714,-0.29279536,0.30760694,-0.3681632,-0.21650052,0.21050583,-0.2519514,0.32242253,0.18205433,0.27754846,-0.6023591,-0.47528338,-0.5896474,-0.25774345,0.29357937,-0.3806479,-0.43216944,0.24143597,-0.13020584,0.43608728,-0.2142746,-0.38247553,-0.3154379,-0.29133362,-8.021355e-06,-0.42266554,0.54354787,-0.12360361,0.5873992,0.10325363,-0.4638996,-0.034334306,0.21260796,-0.3345603,-0.019172354,-0.2841464,0.05200499,0.34615263,-0.20018779,0.3159106,-0.41450953,-0.2867666,0.13189466,-0.25856546,0.56512564,0.08544328,0.26032776,-0.035735555,0.06530906,-0.09573092,-0.007553193,-0.2009652,-0.22728074,0.059720132,-0.3757347,-0.10722492,-0.13499844,0.18803692,0.16943586,-0.16068058,0.026743043,0.20133269,-0.2441846,-0.16875353,-0.412641,0.07365917,0.4297873,0.22406839,0.23501447,-0.20292054,-0.2661807
D. MÜCHER,0.5743976,-0.01953292,0.102203295,-0.2550913,0.18324283,-0.08595027,0.12360076,-0.3915678,0.38380158,0.08906203,0.12172419,-0.280364,-0.2093758,0.095944695,-0.08953703,0.44085053,0.17536463,-0.08318869,-0.5525775,-0.10864951,0.65661174,0.363129,-0.49295545,-0.38451564,0.2635721,-0.45197907,-0.2030309,0.28514653,0.18349873,0.21348101,-0.32696196,-0.039816365,0.064967856,0.31113687,0.04587389,0.058818538,-0.14994146,-0.30874413,0.04355046,0.16439539,0.07864015,-0.048865184,0.109951116,0.17424591,0.014809064,-0.17086971,-0.13763966,-0.032651056,-0.06761322,0.004008759,0.019007511,-0.30214548,0.25927377,-0.2661547,0.09285923,-0.34640077,0.5873398,-0.053070277,-0.32099003,0.36544687,-0.40531275,-0.20160289,0.2383043,-0.22531311,0.2601017,0.18881346,0.3414067,-0.6187676,-0.48753473,-0.6397295,-0.28694928,0.23887534,-0.3657168,-0.3989687,0.26213527,-0.1045229,0.46612135,-0.22187294,-0.37596804,-0.29969025,-0.27528265,-0.12861586,-0.40084627,0.57469267,-0.14024721,0.5886125,0.12968977,-0.5220125,-0.07164554,0.2553512,-0.27703997,-0.056368973,-0.25426495,0.094821125,0.34446308,-0.16152868,0.32891417,-0.37061307,-0.28003174,0.099293426,-0.23816371,0.56566095,0.14750095,0.2764938,-0.038599823,0.019726036,-0.119720526,-0.039240904,-0.23765066,-0.24250227,0.12997848,-0.42895228,-0.09498602,-0.15234546,0.20773701,0.17899767,-0.22163528,0.025130296,0.14898194,-0.22786628,-0.23255311,-0.3239399,0.05745298,0.37039435,0.24099654,0.3115633,-0.18528633,-0.24829182
D. THOMAS,-0.10985757,-0.09333714,0.29732296,-0.04277129,0.5094574,-0.0006429319,-0.028952777,0.30415004,0.18039928,-0.06457196,-0.40338296,-0.16795933,-0.28687808,0.15211104,0.24893638,0.66055995,-0.42179462,-0.4351062,-0.29248017,0.0667235,0.577785,0.41924897,-0.5061054,-0.27616763,-0.347273,-0.022368362,-0.28954712,0.24747652,0.28197348,-0.2591518,0.13972332,-0.14933625,0.6382606,0.11690049,0.63119256,0.042655487,-0.026148533,-0.47202873,0.083354935,-0.4227707,-0.15461308,0.33578807,0.46444905,0.10092736,0.78715163,-0.17045474,0.14728735,-0.4781311,0.22882323,0.030391717,-0.2202271,0.21793573,0.09874124,0.29409355,-0.31999794,-0.5672127,0.33513185,-0.38055816,0.1464135,0.25602874,-0.051482055,-0.01824219,0.05038174,0.16439936,0.39762267,-0.13169822,0.15223749,0.08986851,-0.09421711,-0.10712913,0.0114494255,0.069783464,-0.026809145,-0.66688764,0.42084605,-0.13403955,-0.102101974,0.15972014,-0.040148616,-0.2947113,-0.35113755,0.08930147,0.26197612,0.2348763,-0.3920401,0.1062964,0.40246937,-0.12742119,0.09932862,0.10697105,-0.26076943,-0.47097406,-0.2081829,0.022885479,0.17948774,0.013189171,-0.22640458,-0.017713757,-0.42240903,0.10879342,0.06910355,0.0676706,-0.02170424,0.21689525,0.2960013,0.14055425,-0.383727,0.5186681,-0.3162371,-0.0100626815,-0.25746754,-0.06976902,-0.050762277,0.13394251,0.707265,0.13022052,-0.027655091,-0.11639437,-0.030848222,0.313791,-0.019072859,-0.4181323,0.31069177,0.009663805,-0.21545525,-0.10222083,0.3581696,0.021202495
DACHENG TAO,0.4449625,0.35617638,0.24178027,-0.3552426,1.2414839,0.5849362,0.4630388,0.025276363,0.134152,-0.08148264,0.16871287,-0.21301256,-0.9485889,-0.14605121,-0.16907012,0.8626671,-0.7799464,0.076447114,-0.38160715,-0.10379867,0.9083349,-0.030399144,0.28222546,-0.3507483,-0.31389782,0.024921933,0.10847356,0.541926,0.37711075,-0.32970202,-0.28350124,-0.7156176,0.72799337,-0.039013132,0.76452905,-0.24773626,-0.31595418,-0.50093687,-0.048643164,0.2886771,0.25562075,-0.32887694,0.3665445,0.09576679,0.943837,-0.32829228,0.7788866,-0.25360838,0.15336901,-0.28993616,0.36715513,0.2981173,-0.43684712,-0.0868518,-0.3075847,-0.18452378,0.21376045,-0.6436171,-0.15825792,0.40832993,-0.4512402,-0.1551148,0.029841142,-0.1740514,0.0057341335,-0.4745131,0.5193296,-0.19143209,-0.48145452,-0.08824112,-0.5917821,0.2746023,-0.1429913,-0.16117495,0.39596787,-0.008321586,0.0717458,0.15930283,-0.1537673,-0.55586433,-0.21025442,0.3022502,-0.23713988,0.15017717,0.2132956,0.70027816,-0.016224105,-0.927581,0.41384035,0.4238359,-0.1300087,0.59089476,0.23794387,0.047840867,-0.09509437,0.032038163,-0.24503711,-0.467488,-0.4809223,0.019099122,-0.18553534,0.018312197,0.5164095,-0.48951995,0.20309755,0.40223128,-0.058505088,0.38188842,-0.3756606,-0.29960477,0.13064541,-0.6339906,0.20177379,-0.23702192,-0.28404555,-0.15755968,-0.11131948,-0.4192979,-0.058073472,-0.29198018,0.4624796,0.048158005,-0.13957451,-0.52531636,-0.05307736,-0.0882246,-0.12886009,-0.34497556
DAMIAN POCIECHA,-0.05915708,0.3237199,0.051890526,-0.6494217,0.52361584,0.3123704,-0.17835239,0.11659143,-0.42039785,-0.2150431,0.03490109,0.33350736,-0.85026646,-0.15801978,-0.25430456,1.0403603,-0.9082481,-0.19673404,-0.9685318,0.52200425,0.55439067,0.108563446,-0.34509024,-0.44383237,0.068470456,0.46584886,0.27320233,0.19224836,-0.103208646,0.015435158,-0.22714128,-0.32270297,-0.41265914,-0.00085064804,0.038904328,0.27897397,-0.10550502,0.007883829,0.1916903,0.1328046,-0.39758456,0.68615824,0.17198469,-0.33634257,0.78675866,0.35724095,-0.27402717,0.0746087,0.046062667,-0.01432687,0.30358732,-0.47035968,-0.22399856,0.23466067,-0.067526676,-0.042550795,0.36908683,-0.32279962,-0.5706472,1.3023489,0.122525916,-0.008389123,-0.387015,-0.19499446,0.5817632,0.04730532,0.7555566,-0.57394135,-0.31719053,-0.31509104,-0.63092166,0.49906427,0.1750299,0.07650786,0.4672707,-0.04848961,0.51084894,-0.048853036,-0.21620978,-0.29536793,-0.51414615,0.36231917,0.2547621,0.2715995,0.19490555,0.32126558,0.24741305,-0.16093542,0.18224429,0.14528532,-0.57070714,-0.046464708,-0.19701922,0.338984,0.17366102,0.35213664,-0.24320833,-0.4499053,-0.19347422,0.7186655,0.07559537,0.40483162,0.6076523,0.27610695,0.100819446,0.1939205,-0.41983548,0.13947603,-0.21894546,0.18653858,0.16857095,-0.22144565,0.04425262,-0.02635211,0.5560937,0.49092776,0.70048654,0.018839415,0.45429158,0.19920635,-0.028366258,-0.10714721,-0.1368318,0.2168368,0.19952989,-0.40521583,-0.27836826,0.36812216
DAN GUO,0.45799392,0.9336526,0.22051255,-0.20021786,0.9803776,-0.28828523,0.6659775,-0.23724182,0.57656693,-0.2383459,0.02284153,0.21759282,-0.14283709,-0.2946847,0.33134222,0.77027416,-0.03928052,0.10328921,-0.4371752,0.35963508,0.26385942,-0.028075883,-0.99329805,-0.41422394,-0.8070864,-0.05571764,-0.15650247,-0.106221095,0.2454013,-0.3810131,-0.064274214,0.59387386,0.56334263,0.47663915,0.45826572,-0.23673311,-0.2018238,0.11410322,-0.11899599,0.4025612,0.16541258,0.46377364,0.57564706,0.34731352,0.21687846,-0.12852718,0.27956727,0.001317116,0.80811113,0.1667814,0.52644706,-0.17119263,-0.031867597,0.36777654,-0.40424767,-0.6482505,0.788502,-0.6074679,-0.24752408,0.00063390064,0.05563374,0.21879187,-0.03942928,0.27686274,0.5899748,0.41277525,0.2656887,-0.020387338,-0.52311367,-0.32233268,-0.116594136,0.41685057,-0.27635452,-0.27565446,0.10069936,0.53598046,-0.08673067,-0.6293325,0.169989,0.018116904,-0.6459481,0.68278426,0.1265424,-0.45999315,0.064467445,1.059674,0.1656847,-0.3740067,0.38566667,-0.0046806787,-0.09444975,-0.19157651,0.15981826,0.59565324,-0.07417871,-0.19837484,-0.24090734,-0.30736664,-0.4504702,0.09690223,-0.18665148,0.453707,0.61750716,0.06394245,-0.40804505,0.38826245,0.022696374,0.13189234,0.036467995,-0.42711765,0.07743572,-0.3369569,0.018384676,-0.3870667,0.19000036,0.44323188,-0.16676165,-0.2070431,0.35206175,-0.51540554,0.6603578,-0.18925181,0.32487285,0.5342067,0.4043007,0.17145883,0.113874815,0.27942076
DAN ONEATA,0.43175086,0.4272395,-0.08756488,-0.34708402,0.927026,-0.10011388,0.15258312,-0.19372214,0.8521905,-0.31051055,0.36964473,0.44592085,-0.38615525,0.18397965,0.23525305,1.0691979,-0.9297036,-0.20586406,-0.1528696,0.32151774,0.91115594,0.49621904,0.016227627,0.10575124,0.17344041,-0.4641173,-0.10855044,0.48036048,-0.13764153,0.22690529,0.1903279,-0.52890575,-0.030941453,0.14951359,0.2035775,0.028486291,0.07848967,-0.07286157,-0.17698778,0.27030304,-0.39113513,0.73380196,-0.014634062,0.2722967,0.3003592,0.19536845,0.2851836,-0.36687705,0.6221906,0.0993622,0.16699176,-0.1771942,-0.6436741,0.43604472,0.29919043,-0.2504655,0.5784089,-0.2896499,-0.38246855,-0.01988008,-0.50538355,0.23804817,-0.4078655,-0.43126303,0.58706385,-0.82931024,0.87549996,-0.15315032,-0.36475423,0.16162282,-0.69800794,-0.41632843,-0.28780156,0.19312687,0.061224747,-0.33399677,-0.17267966,0.039104734,-0.04279387,-0.26006067,-0.8304603,0.054686103,0.16201821,0.06845371,-0.094487414,0.8506219,0.7066768,-0.8346552,0.038114578,-0.023599135,-0.3680826,0.36469215,-0.8881532,0.39527652,0.070837736,-0.012213398,0.1232915,-0.11571642,-0.8844799,0.11048331,0.30988503,0.26484892,0.13065436,-0.13049291,-0.42790598,-0.18393344,0.31283727,0.5653673,-0.83443934,-0.55092806,0.5612314,-0.18206067,-0.376373,0.019457541,0.09287634,-0.16810188,-0.072217606,-0.33950776,0.3651121,-0.093847536,0.7675365,-0.7546264,-0.23043779,0.4016987,-0.4185467,0.13695967,-0.5431203,0.068979494
